index,score_scale,score_binary,full_text
154,0.5,"[[3, -1]]","Fernando Haddad na caminhada, com o povo na rua, em Fortaleza. #voteHaddad #Haddadpresidente #democracia https://t.co/6OMgv2x34A"
155,0.5,"[[3, -1]]","Fernando Haddad na caminhada, com o povo na rua, em Fortaleza. #voteHaddad #Haddadpresidente #democracia https://t.co/iclGw1cJXg"
156,0.5,"[[3, -1]]","Fernando Haddad na caminhada, com o povo na rua, em Fortaleza. #voteHaddad #Haddadpresidente #democracia https://t.co/kvd24ZbQ8x"
157,0.5,"[[3, -1]]",Queremos construir juntos um governo pautado pela verdade e que tenha como máxima responsabilidade acolher ao próximo. https://t.co/sq0Pj682mF
158,0.5,"[[3, -1]]","Quem mente na campanha, não vai falar a verdade no governo. https://t.co/DWGUACenJt"
159,0.5,"[[3, -1]]","Acho que nunca tivemos uma campanha tão dura do ponto de vista das armas que estão usando pra ganhar votos. O único projeto que eu concebo para o Brasil é um projeto que garanta a liberdade para as pessoas. Liberdade de se se expressar, de se organizar, de abraçar uma religião."
160,0.5,"[[3, -1]]",Encontro de Fernando Haddad com lideranças evangélicas. #haddadpresidente https://t.co/2cT8pgvHRW
161,0.5,"[[3, -1]]",O que nos separa da vitória são 8 ou 9 pontos para afastar esse fantasma. O projeto econômico do deputado Bolsonaro é o do Temer piorado.
162,0.5,"[[3, -1]]",Fernando Haddad fala para rádios de Minas Gerais. #Haddadpresidente https://t.co/DDCEOIhFCR
163,0.5,"[[3, -1]]","@jairbolsonaro Tuitar e fazer live é fácil, deputado.
Vamos debater frente a frente, com educação, em uma enfermaria se precisar. O povo quer ver você aparecer na entrevista de emprego."
164,0.5,"[[3, -1]]","Nós mudamos a marca da campanha as cinco vezes que fomos ao 2o turno. Não é a primeira vez que isso acontece e em todas fomos questionados. O 2o turno não é mais a bandeira de um partido, você tem que anunciar a bandeira de um campo, uma frente de aliados que vai somar forças."
165,0.5,"[[3, -1]]","Às vezes as pessoas falam que é preciso admitir que o PT errou. É claro que errou, mas o projeto de inclusão que o PT representou não pode ser descartado. Não dá pra jogar a criança fora junto com a água do banho."
166,0.5,"[[4, -2]]","Apesar do atraso, ficamos felizes que o TSE tirou do ar o vídeo em que o Bolsonaro afirma que eu distribuí materiais impróprios para crianças. Eu espero que a imprensa dê publicidade para o desmentido. Espero ter passado a limpo esse absurdo."
167,0.5,"[[3, -1]]","A eleição do Bolsonaro representaria o fim da Amazônia. Ele não está falando de relação ambiental, mas predatória mesmo. E a imprensa não fala nada. Eu entendo porque se um jornalista publicar a verdade corre o risco de ser agredido pelo bolsonarismo."
168,0.5,"[[3, -1]]",Homenagem aos professores em São Paulo. #HaddadPresidente https://t.co/blmlTaXwEj
169,0.5,"[[3, -1]]",Homenagem aos professores em São Paulo. #HaddadPresidente https://t.co/mabiqKXtIO
170,0.5,"[[3, -1]]",Temos recebido muitas fotos de estudantes com placas das universidades que inauguramos. É um grande orgulho poder ver o jovem tendo acesso à universidade e saber o quanto transformamos a realidade de quem antes não tinha a oportunidade de ter um diploma. https://t.co/qpTFG6J2j7
171,0.5,"[[3, -1]]",Seguimos na luta por uma campanha limpa e pautada pela verdade. https://t.co/HS98DAWyTx
172,0.5,"[[4, -2]]",Juntos já promovemos uma grande transformação na Educação Superior. Vimos o filho do pobre virar doutor e os bancos das universidades sendo ocupados por todas as cores.  Agora vamos começar uma nova revolução no ensino. Confira nossas propostas! #Haddad13 https://t.co/xd5Q31IGlz
173,0.5,"[[3, -1]]",Sou amigo do Mario Sérgio Cortella há anos. Ele acompanhou meu trabalho como ministro e há muito tempo digo que ele deveria pensar em ocupar o Ministério da Educação. Quero montar a equipe dos melhores.
174,0.5,"[[3, -1]]","Ontem na periferia de São Paulo, reunido com gente de muita garra e desejo de mudar o país para melhor. Faltam duas semanas pra gente decidir o futuro do Brasil. Vamos juntos ganhar essa eleição! #Haddad13 https://t.co/olFgzaOCyM"
175,0.5,"[[3, -1]]",Mais para os que tem menos e a economia gira. Desenvolvimento com inclusão social. #Haddad13 https://t.co/qQTDO0gFzE
176,0.5,"[[3, -1]]","Vamos, juntos, todos pelo Brasil.
A nossa campanha é de todos que querem mudar o país para melhor. 
Nosso hino nacional fala de uma pátria mãe gentil, que cuida dos seus filhos, não deixa ninguém para trás e garante oportunidade para todos. 
Esse é o meu compromisso. #Haddad13 https://t.co/XTnb14GxmH"
177,0.5,"[[3, -1]]",Vamos espalhar a verdade! Confira a lista de grupos do seu estado: https://t.co/ZDYQZBzgGz #ZapDoHaddad #Haddad13
178,0.5,"[[3, -1]]",O deputado Bolsonaro é o casamento de um neoliberalismo desalmando que corta direitos sociais com um fundamentalismo charlatão.
179,0.5,"[[3, -1]]","Nossa maior atenção vai ser o ensino médio. A juventude precisa ser melhor assistida. O ensino federal, que é o melhor do país, vai apoiar escolas estaduais que hoje são de responsabilidade exclusiva dos governadores. O ensino médio vai receber atenção do presidente da República."
180,0.5,"[[3, -1]]","Se você é mulher e trabalha igual a um homem, na mesma função, você deve ganhar o mesmo salário. Não é porque é mulher, porque engravida, que deve ganhar menos. Isso é contra a Constituição. A mulher hoje é chefe de família em 40% dos lares brasileiros."
181,0.5,"[[3, -1]]","Os governadores reeleitos pelo Nordeste sabem do que o país precisa. É de desenvolvimento com inclusão social, com um Brasil unido e otimista. Muito obrigado pelo apoio! #Haddad13 https://t.co/SKtDYzMv2y"
182,0.5,"[[3, -1]]",Contribua para deixar nossa campanha mais forte. Doe em: https://t.co/FoSvghZq4b #Haddad13 https://t.co/TFF7BqQjRv
183,0.5,"[[3, -1]]","Estamos há dois anos vivendo retrocessos na nossa legislação, tanto a trabalhista, quanto no social. O congelamento de gastos impõe severos prejuízos à população. Nós não teríamos condições de contratar mais médicos, professores e policiais durante a vigência da emenda 95."
184,0.5,"[[3, -1]]","Estou aqui com os governadores @PauloCamara40, do Pernambuco, e @realcoutinho, da Paraíba, e gostaria agradecer o apoio dos pernambucanos e paraibanos. As forças democráticas do país estão juntas para defender os direitos sociais e trabalhistas."
185,0.5,"[[3, -1]]","A Polícia Federal, o Ministério Público e a Poder Judiciário, no meu governo, vão ter liberdade de investigação para provar a verdade. Não vamos jogar nada para debaixo do tapete."
186,0.5,"[[3, -1]]",Nossa luta é pelo Brasil e pela democracia! Siga nossas redes e espalhe a verdade! Já curtiu nossa página? Acesse: https://t.co/ykkNQdHvYu #Haddad13 https://t.co/dfunzjMDFs
187,0.5,"[[3, -1]]",Nós recebemos com muita alegria a notícia de que o @PSOL vai nos apoiar no segundo turno. Nosso objetivo é compor um campo progressista alinhado programaticamente em relação aos direitos sociais.
188,0.5,"[[3, -1]]","Juntos pelo Brasil! Reunião hoje com os governadores reeleitos @wdiaspi, do Piauí, @Camilo13Gov, do Ceará, @costa_rui, da Bahia, e @FlavioDino, do Maranhão. Uma honra poder contar com vocês! Vamos juntos ganhar essa eleição! #Vote13

Foto: Ricardo Stuckert https://t.co/DJkmP3NUe1"
189,0.5,"[[3, -1]]",Quem está a favor do povo? #HaddadPresidente https://t.co/dyys1LuJIk
190,0.5,"[[3, -1]]","Nós geramos 20 milhões de empregos, geramos oportunidade educacionais. Nós sabemos o que fazer e vamos retomar esse projeto pela via democrática."
191,0.5,"[[3, -1]]","Tenho muito orgulho da minha profissão e acredito que o que define um professor é a curiosidade e o espírito de doação, de compartilhar o conhecimento que adquiriu."
192,0.5,"[[3, -1]]","O presidente @LulaOficial me cumprimentou pelo segundo turno, disse que sou um guerreiro por conquistar 30 milhões de votos em 20 dias. Ele disse para eu seguir em frente e ganhar esta eleição porque o Bolsonaro é um risco para a democracia."
193,0.5,"[[3, -1]]",Elegemos a maior bancada na Câmara dos Deputados. O PT continua sendo o maior partido do país. É o preferido do eleitorado. O povo sabe a revolução que fizemos a partir do desenvolvimento com inclusão social.
194,0.5,"[[3, -1]]","Conheça o Dívida Zero, programa que vai ajudar os brasileiros a quitarem suas dívidas. O povo vai voltar a ter crédito e girar a roda da nossa economia. Saiba mais e baixe o nosso plano de governo: https://t.co/Bu9F2lR9k1 #HaddadÉ13 #HaddadPresidente https://t.co/lfT5U4sbFN"
195,0.5,"[[3, -1]]","É uma grande satisfação estar no segundo turno. Agora são apenas dois projetos. O nosso está do lado da democracia, do bem estar social, que visa gerar emprego e oportunidades educacionais. #HaddadNoJN"
196,0.5,"[[3, -1]]","Vou conversar com as forças democráticas do país, com alguns candidatos, queremos que as forças democráticas estejam unidas em torno de um projeto de desenvolvimento com inclusão social."
197,0.5,"[[4, -2]]","O segundo turno nos abre uma oportunidade de ouro: de vencer essa eleição olho no olho, no debate, sem medo de ser feliz. #AgoraÉHaddad #Vote13 https://t.co/DHwowe3c26"
198,0.5,"[[3, -1]]",Siga nossos canais oficiais e ajude a compartilhar a verdade. #Vote13 #AgoraÉHaddad https://t.co/UFN39r3nRG
199,0.5,"[[3, -1]]","O segundo turno nos abre uma oportunidade de ouro: de vencer essa eleição olho no olho, no debate."
200,0.5,"[[3, -1]]","Queria agradecer ao PCdoB e o Pros, que nos acompanharam. Queremos unir um projeto democrata. Colocamos a soberania nacional e a soberania popular acima de qualquer outro interesse."
201,0.5,"[[3, -1]]","Conheça nosso Plano de Governo. #HaddadPresidente 
https://t.co/YHGLOcFx7h"
202,0.5,"[[3, -1]]","Último ato de campanha do primeiro turno. Obrigado a todos que participam dessa jornada rumo à democracia. Vamos juntos, povo brasileiro! Vamos pacificar esse país! #Vote13 #HaddadPresidente #VotePorLulaVote13 

Fotos: Ricardo Stuckert https://t.co/euhB62GWzj"
203,0.5,"[[3, -1]]","Eu, @ManuelaDavila e o presidente @LulaOficial contamos com cada um e cada uma de vocês. Tenho fé que, juntos, vamos vencer as eleições e devolver a Presidência para o povo. #VotePorLulaVote13"
204,0.5,"[[3, -1]]","Esse povo, a maioria do Brasil, estará com a gente sempre que estivermos com eles. Eles são o sonho de um Brasil melhor, que Lula nos ensinou que é possível, que é o que nos dá força para lutar. #VotePorLulaVote13"
205,0.5,"[[3, -1]]","A nossa luta não é por nós mesmos, mas pelos milhões que os nossos governos resgataram da miséria, garantiram direitos, oportunidade e trataram com o respeito de cidadãos. #VotePorLulaVote13"
206,0.5,"[[3, -1]]",Vocês fazem algo extraordinário: fazem com que uma grande parcela do povo me olhe com os mesmos olhos com que vocês me olham e me sinta com o coração com que Lula sente cada um de vocês. Somos irmãos e irmãs em sonhos e esperanças de um Brasil justo e soberano. #VotePorLulaVote13
207,0.5,"[[3, -1]]","Meus amigos e minhas amigas, antes de mais nada, quero agradecer pela coragem, a alegria e a confiança."
208,0.5,"[[3, -1]]","Baixe, compartilhe e divulgue nosso plano para trazer de volta o Brasil de Lula. Um país mais justo e com oportunidades para todos. #Vote13 #HaddadPresidente https://t.co/Bu9F2lR9k1 https://t.co/1ky1azwGq1"
209,0.5,"[[3, -1]]","Baixe, compartilhe e divulgue nosso plano para trazer de volta o Brasil de Lula. Um país mais justo e com oportunidades para todos. #Vote13 #HaddadPresidente https://t.co/Bu9F2lR9k1 https://t.co/y5OfYkaNKA"
210,0.5,"[[3, -1]]","Obrigado, Bahia! Voltando para São Paulo cheio de energia para o nosso reencontro com a democracia! #Vote13 #HaddadPresidente 

Fotos: Ricardo Stuckert https://t.co/MEPesa09oK"
211,0.5,"[[3, -1]]","Haddad e Rui Costa direto da Bahia, pelo povo brasileiro! Hoje é dia de pedir voto pro 13! #HaddadPresidente https://t.co/tUm6RExHrP"
212,0.5,"[[3, -1]]","Em todas as cidades que passamos, sentimos o carinho e a confiança do povo. Vamos seguir confiantes, no caminho certo pra fazer o Brasil voltar a sorrir. Amanhã, #Vote13! #HaddadPresidente. https://t.co/n9IxKCzjs4"
213,0.5,"[[3, -1]]",Chegamos na reta final. Convido a todos a tomarem as ruas em diálogo permanente. Vamos apresentar nossas propostas para trazer o Brasil da esperança de volta. Amanhã é dia de votar 13! #HaddadPresidente https://t.co/8KATO3jGDt
214,0.5,"[[3, -1]]","Quanta honra! ""Haddad ou nada"", poema do grande Augusto de Campos (2018). https://t.co/p2C0GUmAgC"
215,0.5,"[[3, -1]]","Queremos governar um país para todos e não só para os ricos, como fez o governo Temer. Domingo é o dia do povo voltar ao poder. #Vote13 #HaddadPresidente https://t.co/Ee90U8sfRE"
216,0.5,"[[3, -1]]",Vamos juntos com nossos governadores reconstruir todos os cantos desse país. #Vote13 #HaddadPresidente https://t.co/xRJQPceruU
217,0.5,"[[3, -1]]",Nossa proposta é que as escolas federais sejam o padrão de referência de qualidade dos estados. #HaddadÉ13 #HaddadPresidente https://t.co/bA5cbbMnlZ
218,0.5,"[[3, -1]]","Caminhada pelo emprego e pela educação em Belo Horizonte, Minas Gerais, com @pimentelminas, @dilmabr e @ManuelaDavila. #HaddadPresidente 

Fotos: Ricardo Stuckert https://t.co/dCZy5xqJGp"
219,0.5,"[[3, -1]]","Nesta reta final, vamos juntos nas ruas e nas redes levar o 13 para as urnas. Conto com você!

Acesse o nosso plano de governo: https://t.co/Bu9F2lR9k1
#HaddadÉ13 #HaddadPresidente https://t.co/98rUHoHla0"
220,0.5,"[[3, -1]]",Caminhada pelo emprego e pela educação em Belo Horizonte com  #Haddadpresidente e Pimentel governador. https://t.co/EfB1ZhhzuA
221,0.5,"[[3, -1]]",Caminhada pelo emprego e pela educação em Belo Horizonte com  #Haddadpresidente e Pimentel governador. https://t.co/aC9qTMyoDk
222,0.5,"[[3, -1]]",Caminhada pelo emprego e pela educação em Belo Horizonte com  #Haddadpresidente e Pimentel governador. https://t.co/tIoCtEdO8N
223,0.5,"[[3, -1]]",Dois dias para votar 13! #HaddadPresidente https://t.co/8d8OKDYuSS
224,0.5,"[[3, -1]]",Faltam dois dias. Vamos juntos ganhar essa eleição! #Vote13 #HaddadPresidente https://t.co/nbzR7R786W
225,0.5,"[[4, -2]]","A única maneira de retomar o crescimento da economia é incluir os pobres no orçamento, como já fizemos com muito sucesso. #HaddadÉ13 #DebateNaGlobo https://t.co/ZijfXzHUTI"
226,0.5,"[[3, -1]]","Se foi possível construir um país com direitos, isso se deve a democracia. É a liberdade que te permite exigir dos governantes o compromisso social. #HaddadÉ13 #DebateNaGlobo https://t.co/UnTZjwRqQm"
227,0.5,"[[3, -1]]","Vamos enquadrar os bancos que estão cobrando juros extorsivos da população, sobretudo do pequeno empresário que não consegue pagar suas contas. #HaddadÉ13 #DebateNaGlobo"
228,0.5,"[[3, -1]]",Ajude a nossa campanha a ser cada vez mais forte. Vamos juntos! Doe: https://t.co/FoSvghZq4b #Vote13 #HaddadPresidente https://t.co/sVCQv1ZcH5
229,0.5,"[[3, -1]]",Siga nossos canais oficiais e ajude a compartilhar a verdade. #Vote13 https://t.co/L200wgcP7e
230,0.5,"[[3, -1]]",Vamos juntos! #HaddadPresidente #Vote13 https://t.co/TGkdrLRj48
231,0.5,"[[3, -1]]","Sabemos que não é simples para identificar, mas é possível. Vamos recebendo as denúncias e combatendo pelo número 11 99322-3275. Campanha se faz com ética e proposta! #HaddadPresidente 

Foto: Ricardo Stuckert https://t.co/75QrU9mqDP"
232,0.5,"[[3, -1]]","Coletiva de imprensa de Fernando Haddad, candidato de Lula à Presidência #HaddadPresidente https://t.co/llfPXNhRaz"
233,0.5,"[[3, -1]]",Quatro dias pra votar 13! Confirme presença no evento: https://t.co/k9iGeIHDby #HaddadPresidente https://t.co/ahhVH2F9Pt
234,0.5,"[[3, -1]]",Nós vamos usar o Banco Central para regular os juros que os bancos cobram do consumidor. É uma regulação contra o cartel que os bancos formaram no Brasil. #Vote13
235,0.5,"[[3, -1]]",Os bancos serão enquadrados. Os juros que eles estão cobrando hoje não são cobrados em nenhum lugar do mundo. O que eles cobram no Brasil é 4 vezes maior do que a média mundial.
236,0.5,"[[3, -1]]","Haddad, o candidato de Lula, conversa com Geraldo Freire e Pernambuco na RadioJornal. #HaddadPresidente https://t.co/yo8AM5OKUk"
237,0.5,"[[3, -1]]","Obrigado, Rio de Janeiro! 

É pela democracia. Pela volta do emprego, da inclusão social, das vagas na universidade, dos direitos trabalhistas, das oportunidades. Vamos juntos vencer essa eleição! 

Foto: Ricardo Stuckert https://t.co/grdgqge5GZ"
238,0.5,"[[3, -1]]","Haddad, candidato de Lula à Presidência, participa de ato em Nova Iguaçu, no Rio de Janeiro #HaddadPresidente https://t.co/vQ4dP5FIYo"
239,0.5,"[[3, -1]]","ANTI FAKE NEWS - Quer ajudar nossa campanha? Espalhe a verdade! Do lado de cá seguimos fazendo uma campanha limpa, com propostas e pelo povo brasileiro. #Vote13 https://t.co/L4Wzx0i6f9"
240,0.5,"[[3, -1]]","O Rio de Janeiro é 13! Domingo o povo vai voltar ao poder. Vamos conversar com cada amigo, vizinho, familiar e apresentar nossas propostas e encher a urna de esperança. Vamos de porta em porta defender o Brasil que já mostramos ser possível. #Vote13 

Fotos: Ricardo Stuckert https://t.co/Mn9qKlAtF4"
241,0.5,"[[3, -1]]",Cinco dias pra trazer nosso Brasil de volta! Confirme presença: https://t.co/k9iGeIHDby #HaddadPresidente https://t.co/HKNbPuimqm
242,0.5,"[[3, -1]]","Haddad, candidato de Lula à Presidência, participa de caminhada em Campo Grande, no Rio de Janeiro #HaddadPresidente https://t.co/qfZe7h7fTy"
243,0.5,"[[3, -1]]","RT @ManuelaDavila: Manuela no debate #UOLnasUrnas com os candidatos a vice-presidência, ao vivo! #ManuNoUOL #haddadpresidente https://t.co/…"
244,0.5,"[[3, -1]]","Ontem na Cinelândia! Obrigado mais uma vez, Rio de Janeiro, pela calorosa recepção. Dia 1 de janeiro vamos começar um novo capítulo na História desse país. #Vote13 #HaddadPresidente

Fotos: Cláudio Kbene https://t.co/HgJhbsd2pU"
245,0.5,"[[4, -2]]","Hoje estivemos em Curitiba, cidade que desde abril virou símbolo da resistência pela libertação do presidente @LulaOficial. Encontramos um Lula forte e com muita esperança de que vamos recuperar a democracia nesse país. Nada vai impedir a vontade do povo!

Fotos: Cláudio Kbene https://t.co/ITgwF7fipr"
246,0.5,"[[3, -1]]",Conheça nossas propostas e baixe nosso plano de governo: https://t.co/kiA2SVJHTS #Vote13 #HaddadPresidente https://t.co/g2waAyYjox
247,0.5,"[[3, -1]]","Fernando Haddad, candidato de Lula à Presidência, chega a Vigília Lula Livre em Curitiba #HaddadPresidente #LulaLiv… https://t.co/f5enVeUigf"
248,0.5,"[[3, -1]]",Confirme presença no evento! Vamos às urnas defender o Brasil que conquistamos junto a Lula! https://t.co/k9iGeIHDby #Vote13 #HaddadPresidente #LulaÉHaddad https://t.co/LAktl7xzBz
249,0.5,"[[3, -1]]",Acompanhe nossa campanha pelos quatro cantos do Brasil! #HaddadPresidente https://t.co/6GS0yPi9WY
250,0.5,"[[3, -1]]",Entramos na reta final. Participe dos nossos atos e #Vote13! #HaddadPresidente https://t.co/e6GOV5KtNG
251,0.5,"[[3, -1]]","Meu compromisso com a democracia não é de hoje. Lutei pelas diretas, lutei pela assembleia constituinte, sou contra governos autoritários. Para mim tudo se resolve pelo voto e pela soberania popular. #DebateNaRecord #HaddadNaRecord"
252,0.5,"[[3, -1]]","Os partidos que estão conosco são PROS e PCdoB, com a @ManuelaDavila. Procuramos fazer uma ampla coalizão com o campo democrático popular. Para nós não existe outro regime senão a democracia. #HaddadNaRecord #DebateNaRecord"
253,0.5,"[[3, -1]]","Obrigado por tudo, vamos juntos até a vitória! #Vote13

Vídeo: Cláudio Kbene https://t.co/MnkeWWedIi"
254,0.5,"[[3, -1]]",Bom dia! Uma semana para nosso reencontro com a democracia! #Vote13 #HaddadPresidente https://t.co/Vvncdqx0Lu
255,0.5,"[[3, -1]]","Grande ato em Manaus. O incentivo que é dado à Zona Franca não está sendo o suficiente. Nós vamos estimular o investimento nacional e internacional na Zona Franca de Manaus. #Vote13 

Foto: Claudio Kbene https://t.co/mOAr25c8UG"
256,0.5,"[[3, -1]]","RT @LulaOficial: Em nossos programas sociais, a mulher sempre foi considerada a chefe de família. Haddad e Manuela vão fazer ainda mais par…"
257,0.5,"[[3, -1]]",Fernando Haddad em caminhada pelo Centro de Manaus (AM) #HaddadPresidente https://t.co/53cI3uRdoY
258,0.5,"[[3, -1]]",Fernando Haddad em caminhada pelo Centro de Manaus (AM) #HaddadPresidente https://t.co/RBXc8zAyxt
259,0.5,"[[3, -1]]","Ontem em Belém, no Pará. Mais um ato lotado de gente com esperança de transformar esse país. Essa semana é decisiva para a democracia. Vamos todos de 13 nas urnas! #HaddadPresidente

Fotos: Cláudio Kbene https://t.co/1FComS3cwP"
260,0.5,"[[3, -1]]",Hoje tem Manaus por #HaddadPresidente! Vamos juntos! #Vote13 https://t.co/d8siMUgc2w
261,0.5,"[[3, -1]]",Nossa campanha não para de crescer. Venceremos! #Vote13 #HaddadPresidente https://t.co/dFrUTSV8T5
262,0.5,"[[3, -1]]","Haddad, candidato de Lula, em Belém com Paulo Rocha governador. #HaddadPresidente https://t.co/KmrtFsApdq"
263,0.5,"[[3, -1]]","Haddad, candidato de Lula, em entrevista coletiva em Belém com Paulo Rocha governador. #HaddadPresidente https://t.co/Wu7WBeXVvs"
264,0.5,"[[3, -1]]",A agricultura brasileira é uma das que mais consome agrotóxicos do mundo. Nós vamos mudar isso e trazer saúde para a mesa do brasileiro. Conheça esta e outras propostas do nosso plano de governo: https://t.co/kiA2SVJHTS #Vote13 #HaddadPresidente https://t.co/flAyOhNVUC
265,0.5,"[[3, -1]]",O povo nordestino está com a gente. #Vote13 #HaddadPresidente https://t.co/7bHpRkzcpH
266,0.5,"[[3, -1]]","Fernando Haddad, candidato a presidente de Lula, com Katia governadora em Goiânia #HaddadPresidente https://t.co/Uj6RRJR0pV"
267,0.5,"[[3, -1]]","Entrevista com Ana Estela Haddad, professora e esposa de Fernando Haddad #HaddadPresidente https://t.co/RgQ5wcm6mJ"
268,0.5,"[[3, -1]]","Entrevista com Ana Estela Haddad, professora e esposa de Fernando Haddad #HaddadPresidente https://t.co/CHPxCDxDPA"
269,0.5,"[[3, -1]]","Temos nove dias para conversar com cada amigo, cada vizinho, cada familiar e levar nossas propostas para um Brasil justo e soberano. #Vote13 #HaddadPresidente https://t.co/GZOCQaYntl"
270,0.5,"[[3, -1]]",Hoje estaremos em Goiânia e Belém! #HaddadPresidente https://t.co/ZRx7kG73Cz
271,0.5,"[[3, -1]]","Entrevista com Ana Estela Haddad, professora e esposa de Fernando Haddad #HaddadPresidente https://t.co/6Yna19uoWN"
272,0.5,"[[3, -1]]","Não teremos mais assombrações em Brasília porque teremos um governo democrático popular, que dialoga com o povo."
273,0.5,"[[3, -1]]",Conheça nosso Plano de Governo https://t.co/kiA2SVJHTS e #Vote13! #HaddadPresidente https://t.co/R5TxCXCyZR
274,0.5,"[[3, -1]]","O povo tem memória e sabe como eram os anos de governo Lula. Tempos de prosperidade e otimismo, que queremos restabelecer a partir de 2019. Participe desta luta! #Vote13 #HaddadPresidente https://t.co/bp8o39M58w"
275,0.5,"[[3, -1]]",Sobre os caminhos que nos guiaram até aqui. #HaddadPresidente https://t.co/6I3S8Rkezi
276,0.5,"[[3, -1]]",Bom dia. Faltam 10 dias para votar 13! #HaddadPresidente https://t.co/Or3LPFA0BZ
277,0.5,"[[3, -1]]","Fui ministro da educação do @LulaOficial por sete anos e graças ao seu apoio pude abrir as portas das universidades para milhões de estudantes com o ProUni, o Fies e um governo baseado em políticas de inclusão. #DebateSBT"
278,0.5,"[[3, -1]]","Nosso compromisso é uma campanha propositiva, que tenha como único objetivo melhorar a vida do povo brasileiro. #Vote13 #HaddadPresidente #DebateSBT https://t.co/cr1Y3eDktP"
279,0.5,"[[3, -1]]",Daqui a pouco começa o #DebateSBT. Acompanhe ao vivo aqui no Twitter. #HaddadPresidente
280,0.5,"[[3, -1]]","Baixe, compartilhe e divulgue o plano que vai fazer o Brasil gigante outra vez. #HaddadPresidente #Vote13 https://t.co/TiVodVMFIR"
281,0.5,"[[3, -1]]","Hoje nos reunimos com o Fundo das Nações Unidas para a Infância (UNICEF) e com a Rede Nacional Primeira Infância para a assinatura de dois termos de compromisso sobre políticas para infância e adolescência em nosso futuro governo. #HaddadPresidente 

Fotos: Ricardo Stuckert https://t.co/UtOFyRybRe"
282,0.5,"[[3, -1]]","RT @LulaOficial: Contribua com a nossa campanha e ajude @Haddad_Fernando, o candidato do presidente Lula! #HaddadPresidente #LulaÉHaddad ht…"
283,0.5,"[[3, -1]]",Hoje à tarde tem debate no SBT. Não perca! #HaddadPresidente https://t.co/jgtx10wR8U
284,0.5,"[[3, -1]]","Estivemos em Petrolina, em Pernambuco, e Juazeiro, na Bahia, em um dos dias mais emocionantes de nossa campanha. O povo nordestino nos abraçou e terá papel fundamental na transformação que queremos para o Brasil. #Vote13 #HaddadPresidente https://t.co/rjURMZMjut"
285,0.5,"[[3, -1]]",Hoje é dia de debate! Confira nossa agenda desta quarta-feira (26). #HaddadPresidente https://t.co/JS16sKG0o2
286,0.5,"[[3, -1]]","Coletiva de imprensa de Fernando Haddad, candidato de Lula, em Campinas. #Haddadpresidente https://t.co/EcA6DmmByd"
287,0.5,"[[3, -1]]",#HaddadPresidente #Vote13 https://t.co/55psr7Ju4m
288,0.5,"[[3, -1]]","Ato Nacional com Fernando Haddad pela Educação, Ciência &amp; Tecnologia. #HaddadPresidente https://t.co/uDPMLxPEbh"
289,0.5,"[[3, -1]]",Estamos a apenas seis pontos da liderança! Faltam 13 dias para votar 13! #HaddadPresidente https://t.co/mIOxnanTVY
290,0.5,"[[3, -1]]","Fernando Haddad, candidato de Lula à Presidência, conversa com blogueiros. #HaddadPresidente https://t.co/Zey2JsmmGV"
291,0.5,"[[3, -1]]","Fernando Haddad, candidato a presidente de Lula, conversa com blogueiros. #HaddadPresidente https://t.co/qjI1FEIAzv"
292,0.5,"[[3, -1]]",Faltam 13 dias! Participe e #Vote13! #HaddadPresidente https://t.co/O04HPhPygp
293,0.5,"[[3, -1]]",Coletiva de Fernando Haddad para a imprensa em Curitiba após visita ao ex-presidente Lula. #HaddadPresidente https://t.co/W6FKnc6e83
294,0.5,"[[3, -1]]","Bom dia! Vamos começar o dia com uma visita ao presidente @LulaOficial em Curitiba. E para quem for de SP, hoje à noite tem ato nacional em defesa da Educação, Ciência e Tecnologia. #HaddadPresidente https://t.co/Ae2QbEcK4Q"
295,0.5,"[[3, -1]]","Mais um dia de milhões de Lulas no Nordeste! Hoje visitamos as cidades de Petrolina e Juazeiro para dar um abraço no Rio São Francisco, na companhia de Rui Costa (BA), Wellington Dias (PI) e Paulo Câmara (PE). Vamos juntos ganhar essa eleição e devolver a democracia ao Brasil. https://t.co/keaYuZjghG"
296,0.5,"[[3, -1]]","Fernando Haddad, candidato de Lula, em Petrolina e Juazeiro dá um abraço no Rio São Francisco e caminhada de #Hadda… https://t.co/MbHTdStVPp"
297,0.5,"[[3, -1]]","Fernando Haddad, candidato de Lula, em Petrolina e Juazeiro dá um abraço no Rio São Francisco e caminhada de #Hadda… https://t.co/Ysfas5AblA"
298,0.5,"[[3, -1]]","Fernando Haddad, candidato de Lula, em Petrolina e Juazeiro dá um abraço no Rio São Francisco e caminhada de #Hadda… https://t.co/vqsKgfuRf5"
299,0.5,"[[3, -1]]","Fernando Haddad, candidato de Lula, em Petrolina e Juazeiro daí um abraço no Rio São Francisco e caminhada de #Hadd… https://t.co/XDyJmEEmh4"
300,0.5,"[[3, -1]]","Fernando Haddad, candidato de Lula, em Petrolina e Juazeiro daí um abraço no Rio São Francisco e caminhada de #Hadd… https://t.co/J1uuc9u3Rh"
301,0.5,"[[3, -1]]",Campanha #HaddadPresidente chega a Caruaru (PE) https://t.co/o1tEHvO6VV
302,0.5,"[[3, -1]]",Campanha #HaddadPresidente chega a Caruaru (PE) https://t.co/ymyQ9HlBQ1
