index,score_scale,score_binary,full_text
303,0.5,"[[4, -2]]",Temos 15 dias para convencer as pessoas que o Brasil pode voltar a ser feliz. Nós estamos vivendo uma crise política que só pode ser superada na urna. É o povo que vai libertar o Brasil de seus algozes.
304,0.5,"[[3, -1]]","Se cada um de nós convencer uma pessoa de que o país tem jeito e que nós podemos voltar a sonhar, nós chegaremos fortes no dia 7 de outubro."
305,0.5,"[[3, -1]]","Fernando Haddad, o candidato de Lula, com Fernando Pimentel e Dilma Rousseff em Ouro Preto. #HaddadPresidente https://t.co/3d6toMs8mH"
306,0.5,"[[3, -1]]","Fernando Haddad, o candidato de Lula, com Fernando Pimentel e Dilma Rousseff em Ouro Preto. #HaddadPresidente https://t.co/WlZrPKseP5"
307,0.5,"[[3, -1]]","Fernando Haddad, o candidato de Lula, com Fernando Pimentel e Dilma Rousseff em Ouro Preto. #HaddadPresidente https://t.co/XtDUX8oXwj"
308,0.5,"[[3, -1]]","Se a taxa de juros é sempre maior que a taxa de lucro, não há investimentos. Todo mundo entende esse raciocínio. Menos os bancos."
309,0.5,"[[3, -1]]","Daqui a pouco, 21h30, participo do #DebateAparecida. #HaddadPresidente"
310,0.5,"[[3, -1]]","Haddad, candidato de Lula, visita o Parque Tecnológico de São José dos Campos. #HaddadPresidente https://t.co/O6VyuWMZHn"
311,0.5,"[[3, -1]]","Haddad, candidato de Lula, visita o Parque Tecnológico de São José dos Campos. #HaddadPresidente https://t.co/n6oSUgb9WA"
312,0.5,"[[3, -1]]","Haddad, candidato de Lula, visita o Parque Tecnológico de São José dos Campos. #HaddadPresidente https://t.co/w3r6ZdcL4S"
313,0.5,"[[3, -1]]","Acompanhe, a 00h30! #HaddadPresidente https://t.co/Tfdb0On1y3"
314,0.5,"[[3, -1]]","Fernando Haddad, o candidato de Lula, visita Guarulhos. #HaddadPresidente https://t.co/AumMfl5zJf"
315,0.5,"[[3, -1]]","Fernando Haddad, o candidato de Lula, visita São Mateus, na Zona Leste de São Paulo. #HaddadPresidente https://t.co/Ta6KeHAqPO"
316,0.5,"[[3, -1]]","Não tem nada mais revolucionário na vida de uma pessoa do que ter a oportunidade de trabalhar e de se educar. Esse é o legado de Lula, é isso que me move a lutar pelo Brasil."
317,0.5,"[[3, -1]]","Fernando Haddad, nosso candidato à Presidência, fala sobre economia e geração de empregos #HaddadPresidente https://t.co/Mk4wiTPUZg"
318,0.5,"[[3, -1]]","Grande ato #Haddadpresidente em Florianópolis com Fernando Haddad, Manuela e Décio Lima, candidato ao governo do es… https://t.co/4buZvK8pV9"
319,0.5,"[[3, -1]]","Coletiva de imprensa de Fernando Haddad, candidato de Lula, e Décio Lima em Florianópolis. #HaddadPresidente https://t.co/iKAihcxmx5"
320,0.5,"[[3, -1]]","Quando eu era ministro da Educação melhoramos todos os índices de educação infantil, alcançamos os melhores níveis do IDEB e quase dobramos os ingressos na universidade. #HaddadNaCBN"
321,0.5,"[[3, -1]]","Vai ter que doer no bolso do banqueiro quando ele aumentar juros. E não do trabalhador. Aumentou juros, vai pagar mais imposto. #HaddadNaCBN"
322,0.5,"[[3, -1]]","Bom dia! Participo agora, às 8h, de entrevista ao vivo na rádio CBN. Acompanhe! #Vote13 #HaddadPresidente"
323,0.5,"[[3, -1]]",Seguimos fortes em campanha por todo o Brasil. #Vote13 https://t.co/MFwi5JtH2b
324,0.5,"[[3, -1]]","Com a reforma bancária que nós vamos fazer, os juros vão cair muito para o tomador final.

#SabatinaUOLFolhaSBT #HaddadAoVivo"
325,0.5,"[[3, -1]]","O presidente Lula foi o melhor presidente que esse país já teve. Um grande estadista, que projetou o Brasil para o mundo inteiro. 

#SabatinaUOLFolhaSBT #HaddadAoVivo"
326,0.5,"[[3, -1]]","Haddad, o candidato de Lula, da entrevista para SBT/Folha/UOL. #HaddadPresidente https://t.co/ARFY0fVP7f"
327,0.5,"[[3, -1]]","Sempre te vi, sempre te amei. 30 anos de casamento com essa garota. Beijo Tê! https://t.co/9AgdUAGDoT"
328,0.5,"[[3, -1]]","#HaddadPresidente
Foto: Ricardo Stuckert https://t.co/b8G5ZYTYrn"
329,0.5,"[[3, -1]]","Haddad, Manuela, Rui Costa e Jaques Wagner com #Haddadpresidente em Jequie, na Bahia. https://t.co/s5oGp1LeuV"
330,0.5,"[[3, -1]]","Haddad, Manuela, Rui Costa e Jaques Wagner com #Haddadpresidente em Jequie, na Bahia. https://t.co/WdvpAuY0i4"
331,0.5,"[[3, -1]]","Haddad, Manuela, Rui Costa e Jaques Wagner com #Haddadpresidente em Jequie, na Bahia. https://t.co/yl8f2EtiFR"
332,0.5,"[[3, -1]]","Haddad, Manuela, Rui Costa e Jaques Wagner com #Haddadpresidente em Jequie, na Bahia. https://t.co/puA98vSMgj"
333,0.5,"[[3, -1]]","Haddad, Manuela, Rui Costa e Jaques Wagner com #Haddadpresidente em Jequie, na Bahia. https://t.co/oUGuqemUYr"
334,0.5,"[[3, -1]]","Fernando Haddad, candidato à Presidência, concede coletiva à imprensa de Vitória da Conquista, na Bahia https://t.co/KpPd6RsWYi"
335,0.5,"[[3, -1]]","Vamos, com a força de todos vocês, demonstrar nas urnas a vontade do povo brasileiro. Por Lula e pelo Brasil! https://t.co/KhSLr6EfyU https://t.co/bOQPYT3Zkr"
336,0.5,"[[4, -2]]","Mas nós podemos sair dessa crise em outubro deste ano se recuperarmos o projeto que vinha dando certo, de desenvolvimento econômico com inclusão. O povo é a solução e não o problema. Vamos fazer o Brasil feliz de novo. Vote 13. #HaddadNoJN"
337,0.5,"[[3, -1]]","O presidente Lula me indicou para a prefeitura de São Paulo porque na visão dele fui o melhor ministro do seu governo. Criamos o ProUni, levamos institutos federais a mais de 200 cidades. Não existe município que não tenha sido beneficiado pelo MEC no nosso governo. #HaddadNoJN"
338,0.5,"[[3, -1]]","Haddad, Manuela, Marcia Tiburi e Lindberg visitam a Rocinha, no Rio de Janeiro. #HaddadPresidente https://t.co/oHLSblilbZ"
339,0.5,"[[3, -1]]","Haddad, Manuela, Marcia Tiburi e Lindberg visitam a Rocinha, no Rio de Janeiro. #HaddadPresidente https://t.co/PHk4c0ocep"
340,0.5,"[[3, -1]]",É amanhã. Anote na agenda. #HaddadPresidente https://t.co/h4UBwyqPXE
341,0.5,"[[3, -1]]",O programa Ensino Médio Federal é mais uma iniciativa para transformarmos a Educação no Brasil. Conheça mais do nosso plano de governo para o país: https://t.co/XJuBXiz7k4 #HaddadPresidente https://t.co/sdVaGvct2v
342,0.5,"[[3, -1]]","Haddad, Suplicy, Tatto e Marinho por Lula e #haddadpresidente no calçadão de Osasco. https://t.co/qXHtURXqnL"
343,0.5,"[[3, -1]]",Vamos juntos até a vitória. https://t.co/azDyPFxpYr
344,0.5,"[[3, -1]]",RT @LulaOficial: Lula e Haddad (@Haddad_Fernando) pelo Brasil! Cada um dos 27 estados ganhou uma página especial dentro do site do Lula htt…
345,0.5,"[[3, -1]]","Nosso plano de governo propõe criar uma política nacional de valorização e qualificação docente, que dê início a uma profunda ressignificação da carreira e das estruturas de formação inicial e continuada dos professores. https://t.co/PMjls9CIgh"
346,0.5,"[[3, -1]]","O Brasil fez grandes parcerias de integração continental, sobretudo com o Mercosul. Nos mantemos amigos da democracia. Hoje o Itamaraty sumiu. O PT sempre defendeu a soberania popular. O papel do Brasil é mediar e garantir que o povo dê a última palavra. #HaddadNaGloboNews"
347,0.5,"[[3, -1]]","Desde 2014, com toda a sabotagem contra o país, o que aconteceu? A vida do brasileiro piorou. Por 12 anos governamos um país que estava dando certo. Um projeto tão bem encarnado na figura do presidente @LulaOfical, que representou tantos avanços sociais. #HaddadNaRecordNews"
348,0.5,"[[3, -1]]","Carreata da Vitória em Maragogi, Alagoas, com o representante de Lula, Fernando Haddad, o governador Renan Filho e … https://t.co/VqHU6jywTu"
349,0.5,"[[3, -1]]","Carreata da Vitória em Maragogi, Alagoas, com o representante de Lula, Fernando Haddad, o governador Renan Filho e … https://t.co/hRF0WInaTc"
350,0.5,"[[3, -1]]",#LulaPresidente https://t.co/sXt7Tfe4O5
351,0.5,"[[3, -1]]","O vice de Lula, Fernando Haddad, em grande caminhada da campanha #Lulapresidente pelo centro de Fortaleza! https://t.co/21AeFdDOJk"
352,0.5,"[[3, -1]]","O vice de Lula, Fernando Haddad, em grande caminhada da campanha #Lulapresidente pelo centro de Fortaleza! https://t.co/MihR146uGU"
353,0.5,"[[3, -1]]",Ato por #LulaPresidente em Minas Gerais com Fernando Haddad e Fernando Pimentel https://t.co/q5SadwCByo
354,0.5,"[[3, -1]]",Ato por #LulaPresidente em Minas Gerais com Fernando Haddad e Fernando Pimentel https://t.co/7ytWytLDFi
355,0.5,"[[3, -1]]","Acabamos de chegar em Belo Horizonte, Minas Gerais! Com a nossa Presidenta eleita e futura Senadora da República, @dilmabr #LulaPresidente https://t.co/SDqQiFzC1Z"
356,0.5,"[[3, -1]]","Me perguntam se a ONU manda no Brasil. Eu respondo que não, a não ser que o Brasil tenha aprovado em seu Congresso um tratado internacional. E é por isso que a ONU deve ser ouvida nesse caso. #LulaPresidente"
357,0.5,"[[3, -1]]","Trago um abraço do presidente Lula, com quem estive ontem. Ele está muito animado com a determinação da ONU. A organização mais importante do mundo determinou que Lula é candidato e deve ter seus direitos preservados."
358,0.5,"[[3, -1]]","Caminhada em São Gonçalo (RJ) com Fernando Haddad, vice de Lula #LulaPresidente https://t.co/YxoFk8Cpj2"
359,0.5,"[[3, -1]]","Caminhada em São Gonçalo (RJ) com Fernando Haddad, vice de Lula #LulaPresidente https://t.co/3mKqsYOJbo"
360,0.5,"[[3, -1]]","Lembrança da 1ª Conferência Nacional de Educação, em 2010. Naquele ano, o presidente Lula se despedia da presidência com mais de 80% de aprovação. Orgulho de ter acompanhado Lula nessa jornada e contribuído para seu governo como ministro da Educação.

Foto: Ricardo Stuckert https://t.co/RLR0deNhLe"
361,0.5,"[[3, -1]]","Caminhada com Fernando Haddad, vice do Lula, pela cidade de Viana, no Maranhão, por #LulaPresidente https://t.co/QufgCgqoYS"
362,0.5,"[[3, -1]]","Retratos da campanha #LulaPresidente pelo Maranhão. Encerramos hoje essa etapa que rodou cinco estados do Nordeste para levar o #PlanoLula ao povo brasileiro. 

Fotos: Ricardo Stuckert https://t.co/12wf9UuqaA"
363,0.5,"[[3, -1]]","Caminhada com Fernando Haddad, vice do Lula, pela cidade de Viana, no Maranhão, por #LulaPresidente https://t.co/dXo9vrvAZO"
364,0.5,"[[3, -1]]","Caminhada com Fernando Haddad, vice do Lula, pela cidade de Viana, no Maranhão, por #LulaPresidente https://t.co/lAHMnNWX9C"
365,0.5,"[[3, -1]]","“Não importa o que vai acontecer nas próximas semanas. O que importa é nosso compromisso com @LulaOficial e com a soberania popular. Se o povo quer votar, o povo tem direito” #HaddadAoVivo"
366,0.5,"[[3, -1]]","Ato #LulaPresidente em São Luís com Flávio Dino, Fernando Haddad, Manuela D'Ávila e Weverton. https://t.co/gVBOVPhxJo"
367,0.5,"[[3, -1]]","“O @LulaOficial é um projeto. Não tem um candidato apoiado por Lula no Nordeste que não esteja liderando as pesquisas, por mérito próprio e pela reminiscência da força do governo Lula” #HaddadAoVivo"
368,0.5,"[[3, -1]]","Chegada do vice de Lula, Fernando Haddad, a São Luís do Maranhão, com Flávio Dino e Manuela D’Avila. #LulaPresidente https://t.co/iHFKhA4rvS"
369,0.5,"[[3, -1]]","Mossoró com nossa futura governadora do Rio Grande do Norte @fatimabezerra! #LulaPresidente

Fotos: Ricardo Stuckert https://t.co/7DbTre9r6I"
370,0.5,"[[3, -1]]",Nós sabemos o gosto que tem um governo comprometido com as causas populares. E o Nordeste está dando uma demonstração de cidadania. Nós vamos ganhar o Planalto Central #LulaPresidente
371,0.5,"[[3, -1]]",Nós temos que continuar na luta. Falo com muita consciência do que a História nos reserva. As leis estão sendo rasgadas no Brasil. Nós temos que nos comprometer em manter essa mobilização. Acreditar na força do povo. #LulaPresidente
372,0.5,"[[3, -1]]","Estamos exigindo que a lei que o Congresso aprovou, ratificando a validade do Pacto da ONU, seja respeitada. #LulaPresidente"
373,0.5,"[[3, -1]]","Nós ouvimos as histórias do filho do agricultor, do filho da doméstica, eles finalmente se formando. O @LulaOficial representa uma mensagem de esperança."
374,0.5,"[[3, -1]]","Inauguração do Comitê #LulaPresidente em Mossoró com Fernando Haddad, vice de Lula, e Fátima Bezerra https://t.co/dGf2jcDgg8"
375,0.5,"[[3, -1]]","Inauguração do Comitê #LulaPresidente em Mossoró com Fernando Haddad, vice de Lula, e Fátima Bezerra https://t.co/wRIdvTHjY5"
376,0.5,"[[3, -1]]","O estado não precisa crescer desmedidamente, mas precisa cumprir suas obrigações com saúde, educação... Teto de gastos não funciona. Na gestão Lula não teve teto de gastos e ainda assim diminuímos consideravelmente a dívida pública. #LulaPresidente"
377,0.5,"[[3, -1]]","Muitas vezes, o jovem do interior não entra em uma universidade ou Instituto Federal porque não consegue se manter na capital. Se a universidade está perto, ele vai. O Estado precisa oferecer a oportunidade. #PlanoLula"
378,0.5,"[[3, -1]]","Recepção calorosa em Mossoró, no Rio Grande do Norte. 
#LulaPresidente

Foto: Ricardo Stuckert https://t.co/DFsKGc5Wjp"
379,0.5,"[[3, -1]]",Que venha Mossoró! #LulaPresidente https://t.co/ZZxUv1oHz8
380,0.5,"[[3, -1]]",O Nordeste está cheio de obra parada. Nós vamos retomar as obras públicas. Vamos as obras de infraestrutura e assim gerar milhões de empregos. #LulaPresidente
381,0.5,"[[3, -1]]","Caminhada por #LulaPresidente com Fernando Haddad, vice de Lula, por João Pessoa https://t.co/4oXxPZtF50"
382,0.5,"[[3, -1]]",Se o juiz é imparcial todo mundo vai dormir tranquilo. Porque aí você sabe que o que vai haver é Justiça.
383,0.5,"[[3, -1]]","O TSE vai ter que decidir se ouve a ONU, se ouve nossos tratados internacionais com força de lei. Ou se vai ouvir o @MichelTemer. #LulaPresidente"
384,0.5,"[[3, -1]]",Não estamos fazendo cálculo eleitoral. Estamos fincando o pé no que achamos correto. Que é o @LulaOficial ser nosso candidato. #LulaPresidente
385,0.5,"[[3, -1]]",O poder usurpado não é legítimo. Veja o exemplo do @MichelTemer. Não existe política sem cumprir protocolos. Existe politicagem. A política é uma atividade nobre. Para melhorar a vida do povo. #LulaPresidente
386,0.5,"[[3, -1]]",Agora @LulaOficial quer devolver a soberania ao Brasil. E quer retomar as obras paradas. É a forma mais rápida de gerar empregos. #LulaPresidente
387,0.5,"[[3, -1]]",Lembro de quando decidimos acabar com os paus de arara no país. Decidimos comprar 40 mil ônibus. E criança não ia mais andar de pau de arara. #LulaPresidente
388,0.5,"[[3, -1]]",O @LulaOficial tem aqui na Paraíba de votos válidos só 68%. E acho que ainda dá pra crescer... #LulaPresidente
389,0.5,"[[3, -1]]",Amanhã é dia de campanha #LulaPresidente em João Pessoa! https://t.co/KOKb5msRzQ
390,0.5,"[[3, -1]]","O governador @realrcoutinho é um grande administrador, e que tem compromisso social. É um defensor da democracia e que pagou caro, sofrendo sanções por defender nossas instituições. Nesse momento é que conhecemos um estadista."
391,0.5,"[[3, -1]]","Nossa campanha #LulaPresidente tomando conta de todos os cantos do Nordeste. Aracaju foi emocionante e que venha a Paraíba!

Fotos: Ricardo Stuckert https://t.co/ohOLVhMQbI"
392,0.5,"[[3, -1]]","Inauguração do Comitê de Campanha #LulaPresidente, Haddad vice em Campina Grande, Paraíba https://t.co/EDNWNE3Jz0"
393,0.5,"[[3, -1]]","Aracaju hoje por #LulaPresidente! 

Fotos: Ricardo Stuckert https://t.co/K8YaZIFyB2"
394,0.5,"[[3, -1]]",Nossa caminhada só termina com o @LulaOficial subindo a rampa do Planalto. Até lá seguimos na luta #LulaPresidente
395,0.5,"[[3, -1]]","Sergipe neste exato momento por #LulaPresidente!

Foto: Ricardo Stuckert https://t.co/phNS1jwSZD"
396,0.5,"[[3, -1]]",Esse homem que está encarcerado injustamente há quase cinco meses é o que mais mobiliza o país. #LulaPresidente
397,0.5,"[[3, -1]]",Assim foi a passagem da campanha #LulaPresidente na Bahia. Um dia de muita esperança pelas ruas de Salvador. Vamos viajar o país inteiro ecoando a voz do presidente Lula! https://t.co/q32Fz7IHeh
398,0.5,"[[3, -1]]",A Justiça não pode ter lado e um juiz não pode ter preferência partidária. Ninguém gosta de juiz que apita só pra um time. Não acredito que o @LulaOficial tenha sido condenado com imparcialidade.
399,0.5,"[[3, -1]]",Hoje começamos a campanha aqui no Sergipe. Não temos o que temer. É lutar para que a justiça seja feita. #LulaPresidente
400,0.5,"[[3, -1]]","Fernando Haddad, vice de Lula, participa de coletiva de imprensa no Sergipe #LulaPresidente https://t.co/7TC99Fviyv"
401,0.5,"[[3, -1]]",No dia 15 fomos milhares em Brasília para registrar a candidatura de Lula. Agora seremos milhões pelo país inteiro para elegê-lo presidente da República no primeiro turno! #LulaPresidente https://t.co/qG0CV6Vyvp
402,0.5,"[[3, -1]]",Se levar em conta só os votos válidos o @LulaOficial ganha quase no primeiro turno. Agora a bola tá com o TSE. #LulaPresidente
403,0.5,"[[3, -1]]",É uma alegria muito grande estar na Bahia. Fizemos uma bela caminhada ontem em Salvador. Vamos viajar o país por #LulaPresidente
404,0.5,"[[3, -1]]",Acompanhe ao vivo nossa participação no programa da rádio Metrópole de Salvador. Assista: https://t.co/7vfEOPfYe5 #LulaPresidente https://t.co/kzL6uD2J71
405,0.5,"[[3, -1]]",O PT não tomou lucro de ninguém. O salário cresceu e o lucro das empresas também. Nós provamos que com o país bem conduzido todo mundo ganha. #LulaPresidente
406,0.5,"[[3, -1]]",O que o jovem quer? Oportunidade de estudar e oportunidade de emprego. E o @LulaOficial mostrou que isso é possível. #LulaPresidente
407,0.5,"[[3, -1]]",Temos 49% dos votos válidos segundo o DataFolha. O que o povo quer dizer? Quer quer o Brasil de @LulaOficial de volta. #LulaPresidente
408,0.5,"[[3, -1]]","O povo baiano lotou as ruas do centro de Salvador para abraçar a campanha #LulaPresidente. O legado do presidente Lula está cada dia mais vivo na cabeça das pessoas. Nossa resposta será nosso voto. #LulaLivreJá

Fotos: Ricardo Stuckert https://t.co/1hPFQ7MIAK"
409,0.5,"[[3, -1]]",É amanhã! A campanha #LulaPresidente chega ao Sergipe. #LulaLivreJá https://t.co/gYSJZtWdUI
410,0.5,"[[3, -1]]","As marcas do nosso governo estão espalhadas pelo Brasil inteiro, mas na Bahia tem uma força impressionante. Parabéns pelo trabalho, governador @costa_rui! #LulaPresidente"
411,0.5,"[[3, -1]]",RT @LulaOficial: A as cores da Bahia por #LulaPresidente! Nosso vice @Haddad_Fernando está em Salvador para levar a voz de Lula ao povo bai…
412,0.5,"[[3, -1]]",Caminhada por #LulaPresidente em Salvador com Rui Costa e Jaques Wagner https://t.co/01KIJOVAnp
413,0.5,"[[3, -1]]",A partir de agora a missão de trazer @LulaOficial de volta é também de cada um de nós. Vamos às ruas pela volta do maior líder brasileiro de todos os tempos. Vamos lutar pela nossa democracia #LulaPresidente https://t.co/nJKDE7bPar
414,0.5,"[[4, -2]]",O que o @LulaOficial quis dizer em São Bernardo se mostrou verdadeiro: não adiantou prenderem ele. Não conseguiram aprisionar o sonho que ele expressa. #LulaPresidente
415,0.5,"[[3, -1]]",Não adianta tentar segurar o homem... #LulaPresidente https://t.co/vwk3uhG1Hf
416,0.5,"[[3, -1]]",Amanhã estaremos em Salvador com o governador @costa_rui e nosso futuro senador @jaqueswagner por #LulaPresidente! https://t.co/ZIDDqmkvH1
417,0.5,"[[3, -1]]","Vamos a cinco estados do Nordeste: Bahia, Paraíba, Sergipe, Maranhão e Rio Grande do Norte. Vamos colocar a campanha #LulaPresidente na rua."
418,0.5,"[[3, -1]]","Nossa mobilização por #LulaPresidente vai aumentar com os organismos internacionais. Todos os jornais internacionais deram a decisão, enquanto localmente ela foi minimizada pela mídia brasileira."
419,0.5,"[[3, -1]]","Hoje foi a primeira visita dos advogados do @LulaOficial depois da determinação da ONU que o presidente participe das eleições. Ele está muito animado com a decisão, que considerou histórica. #LulaPresidente"
420,0.5,"[[3, -1]]",RT @LulaOficial: #LulaPresidente https://t.co/llf0GIOv2H
421,0.5,"[[3, -1]]","A campanha #LulaPresidente desembarca em Salvador nesta terça-feira (21). Passaremos por cinco estados: Bahia, Sergipe, Paraíba, Rio Grande do Norte e Maranhão. Confirme presença no evento! https://t.co/ewco6VyGR8 https://t.co/SRGmTuY3u4"
422,0.5,"[[3, -1]]","O @LulaOficial tem muito orgulho de ter sido o presidente que pagou o FMI, que conseguiu grau de investimento para o Brasil. #HaddadnoCanalLivre"
423,0.5,"[[3, -1]]",Tive a felicidade de ser convidado pelo presidente @LulaOficial para coordenar seu Plano de Governo. E fiz isso desde o mês de janeiro. Em primeiro lugar vamos resgatar um projeto de país que tem sido vendido pelo @MichelTemer. Baseado em inclusão social. #HaddadnoCanalLivre
424,0.5,"[[3, -1]]",Siga e nos ajude a divulgar a campanha #LulaPresidente! https://t.co/EBYoByXRXt
425,0.5,"[[3, -1]]",Temos que recuperar a soberania nacional e popular. Só tem um jeito de fazer isso que é homologar o registro da candidatura do @LulaOficial. E aí o povo vai decidir em 7 de outubro quem quer como presidente. O Lula vai lutar até a última gosta de suor para voltar a ser presidente
426,0.5,"[[3, -1]]",A @ONUBrasil reafirmou que @LulaOficial tem todas as prerrogativas de ser candidato. Esse parecer tem força de lei no Brasil. Não é algo que possa ser ignorado pelas instituições brasileiras.
427,0.5,"[[3, -1]]",Estamos defendendo a soberania popular. Para que o povo tenha o direito de escolher o seu presidente. E acho que não resta dúvida de quem o povo já escolheu.
428,0.5,"[[3, -1]]",RT @LulaOficial: “Quero que o povo possa decidir se me dará a oportunidade de consertar o país” - @Haddad_Fernando leu carta de Lula aos br…
429,0.5,"[[3, -1]]",Lançamento do livro Caravanas da Esperança - Lula pelo Nordeste https://t.co/NLFVj9lpkW
430,0.5,"[[3, -1]]","O presidente @LulaOficial tinha liderança no G20. Nomeamos diretores da OMC, da FAO. Lula tinha prestígio internacional, a ponto do seu chanceler ser considerado o melhor do mundo. O @MichelTemer é um fantasma, não tem relevância nenhuma nos fóruns internacionais. #DebatecomLula"
431,0.5,"[[3, -1]]","A vida do @LulaOficial já é de 40 anos na estrada. Rodando e ouvindo o povo. O motorista de ônibus, o cortador de cana. O lance dele é ouvir muito, processar e transformar isso em evolução social. #DebateBand #DebatecomLula"
432,0.5,"[[3, -1]]","Foi uma honra de ter sido ministro da Educação do @LulaOficial. Ele chegou dizendo que não tinha diploma, que não teve acesso e se tornou presidente. E dizia: ""Haddad, imagina a revolução que vai ser quando essa molecada tiver diploma?""#DebateBand #DebatecomLula"
433,0.5,"[[3, -1]]","As mulheres promoveram uma revolução nesse país por mérito. São a maioria na pós graduação, são a maioria nos cursos de maior demanda, como o de medicina, por exemplo. #DebateBand #DebateComLula"
434,0.5,"[[3, -1]]",A questão da juventude é muito ampla na cabeça do @LulaOficial. Ele levou para praticamente todas as cidades pólos um Instituto Federal. Ele dispersou as oportunidades por todo o território nacional. #DebateBand #DebateComLula
435,0.5,"[[3, -1]]","Os bancos públicos perderam muito espaço no mercado antes do @LulaOficial. O Banco do Brasil não seria o número 1 hoje se não fosse o governo Lula. Agora não adianta ter um sistema bancário forte, sem crédito no mercado. #DebateBand #DebateComLula"
436,0.5,"[[3, -1]]","Agora o povo não consegue comprar, não consegue empreender... Por isso pro @LulaOficial o crédito é uma obsessão. A proposta é que os bancos que cobrem menos juros, paguem menos impostos. É uma questão de vontade política. #DebateBand #DebateComLula"
437,0.5,"[[3, -1]]",Libertar inocentes é até uma forma do Judiciário reduzir custos... #DebateBand #DebateComLula
438,0.5,"[[3, -1]]","São medidas que o Lula já tomou e fez com responsabilidade, reduzindo a dívida pública. Ele demonstrou que com sabedoria você consegue fazer a economia melhorar em equilíbrio com as contas públicas. #DebateBand #DebateComLula"
439,0.5,"[[3, -1]]",Decidimos nos unir todos para levar Lula ao Palácio do Planalto. Lula é a antítese de tudo que representa o Temer e o PSDB. Ele representa esperança ao povo brasileiro.
440,0.5,"[[3, -1]]",RT @ManuelaDavila: Coletiva de @ManuelaDavila com a presença de @Haddad_Fernando #LulaLivre #LulaManuHaddad https://t.co/VTMjIl56Pc
441,0.5,"[[3, -1]]","Estão vendendo o país e cortando direitos sociais, políticos e civis do cidadão. A Constituição de 1988 está em jogo. Estamos vendo a criminalização dos movimentos sociais e o fim dos direitos trabalhistas."
442,0.5,"[[3, -1]]","Juntos vamos fazer o país resgatar sua dignidade, sua esperança e seus sonhos. https://t.co/4riKFXSZyW"
443,0.5,"[[3, -1]]","Bancos no Brasil têm lucro alto em qualquer situação, diz 'The Economist' via @UOLEconomia @UOL  https://t.co/qoHBwcVpsA"
444,0.5,"[[3, -1]]",RT @LulaOficial: Celso Amorim tem audiência com o Papa (@Pontifex_pt )sobre a situação de Lula https://t.co/64Ead4xSrD #LulaLivre https://t…
445,0.5,"[[3, -1]]","RT @LulaOficial: ""O povo já descobriu a verdade"", @Haddad_Fernando sobre #LulaÉCandidatoSIM 
https://t.co/jQky7BCOLc"
446,0.5,"[[3, -1]]","RT @LulaOficial: ""É muito bonito termos dezenas de artistas para cantar para milhares de pessoas e passar essa mensagem de esperança pela l…"
447,0.5,"[[3, -1]]","Ontem levei minha filha vegana no Hi Pokee, na Rua Augusta. Gostei! Bons temperos. To aprendendo muitas coisas com a Carol. Que experiência."
448,0.5,"[[3, -1]]","Hoje tive o prazer de ser recebido mais uma vez pelo nosso Presidente Lula, que continua manifestando grande entusiasmo com o que vai acontecer no Brasil em 2018 com a sua vitória nas eleições: o resgate da soberania nacional e popular. https://t.co/ZLOT06Hhl9"
449,0.5,"[[3, -1]]","Excelente artigo sobre gestão não estatal de parques públicos: “Trapalhadas de Doria na licitação abrem uma oportunidade para o Ibirapuera”
https://t.co/VDG8YJGRB8"
450,0.5,"[[3, -1]]","Após recurso de Lula ser arquivado, juristas pela democracia assinam carta pela presunção da inocência. https://t.co/DAEuaTuKYX"
451,0.5,"[[4, -2]]","Crise tirou 170 mil jovens da faculdade. O acesso dos mais pobres à educação superior foi uma das maiores conquistas da nossa gestão frente ao MEC, agora ameaçada. https://t.co/wJ3RzUHQNh"
452,0.5,"[[3, -1]]",RT @sensacionalista: Faixa presidencial ganha versão camisa de força para possível chapa Bolsonaro/Janaina Paschoal https://t.co/5Jw4sX7I0I
453,0.5,"[[3, -1]]",Fernando Haddad: Questão de honra https://t.co/MfMFZ0ple8
454,0.5,"[[3, -1]]",#LulaLivre https://t.co/FWjepTlCyt
455,0.5,"[[3, -1]]",Comovente a sensibilidade social de Dória. https://t.co/9Fd1p8nGc2 https://t.co/VbtRKvbjcX
456,0.5,"[[3, -1]]","Simplesmente não é verdade que eu e Ciro discutimos candidaturas ou formação de frente. Como a própria matéria revela, atualizamos a discussão iniciada em janeiro sobre a situação política do país. https://t.co/eCX47F2Izw"
457,0.5,"[[4, -2]]","Paul Singer, mestre querido, foi das pessoas mais generosas que conheci. Teórico da economia solidária e socialista libertário, formou gerações de militantes comprometidos com os mais nobres ideais de civilidade. Sentiremos saudades."
458,0.5,"[[3, -1]]",Recado das pesquisas: “Vocês estão cercados! Deponham as armas e libertem Lula!” #LulaLivre
459,0.5,"[[3, -1]]",RT @sidneyrezende: Aqui na Europa - estou neste momento em Bruxelas - o reconhecimento dos acertos da política de resgate social do Governo…
460,0.5,"[[3, -1]]","PT reafirmará candidatura de Lula. Há total unidade em torno desse projeto. O debate sobre o melhor encaminhamento é natural, diante do Estado de exceção em que vivemos. https://t.co/RIm1wQurta"
461,0.5,"[[3, -1]]","Doria abandona prefeitura sem cumprir promessa de zerar fila das creches. Na verdade, a fila aumentou e prefeitura se recusa a reconhecer, omitindo dado atualizado. https://t.co/Ss4SsWZ8hR via @redebrasilatual"
